AIR TEMP,RELATIVE HUMIDITY,SOIL TEMP,WIND SPEED,WIND MAGNITUDE,WIND DIRECTION,WIND SD,RAD FLUX,PRECIP
61.4,76.4,70.5,6.9,5.3,335,38.3,148.5,0.16
59.3,85.8,68.7,8.4,7.2,324,30.5,22.2,0.2
59.1,90,67.1,8.1,7.9,338,14.4,0,0.01
56.8,94.2,65.7,2.5,1.1,342,60.4,0,0
55.1,96.5,64.4,3.3,3,311,26.4,0,0
56,92.1,63.1,9.5,9.2,330,15.5,0,0
55.7,89.6,62,14.1,13.9,346,9.6,0,0
52.2,89.6,61,13.3,13.2,351,8.8,0,0
50.1,89.5,60,9.1,8.9,351,9.8,0,0
48.5,88.5,59,10.9,10.7,352,11,0,0
46.7,90.9,58,7.6,7.5,343,9.2,0,0
45.4,87.6,57,11.2,11.1,336,8.4,0,0
44.3,88.8,56.1,11.9,11.8,344,8.9,13,0
45.3,82.1,55.2,17.8,17.5,344,9.3,152.7,0
46.8,79.8,54.5,16.9,16.6,345,11.3,242.8,0
47.8,78.6,54.6,16.2,15.8,338,12.1,296.3,0
49.3,76.1,55.3,14,13.8,336,10.8,408.2,0
52.6,73,56.7,13.1,12.7,336,13.5,668.2,0
54.8,69,59,12.6,12.2,347,14.2,739.6,0
56.9,65.3,61.2,13.9,13.5,345,12.6,760.2,0
59,60.3,63.5,13.3,12.9,347,15.2,773.1,0
61,55.7,65.4,9.3,8.5,358,22.9,659.6,0
62.3,52.3,66.9,9.2,8.5,357,22.6,596.3,0
62.2,50.2,67.6,9.2,8.5,357,21.4,436.9,0
61.5,50,66.9,6.7,6,7,26.7,277.7,0
59.8,52.1,65.4,5.7,5,13,27.6,123.1,0
54.7,64.5,63.8,4.5,4.3,36,15.3,9.4,0
50.8,75.7,62.4,2.4,2.1,38,28.6,0,0
48.6,80.2,61,2.8,2.7,39,18.2,0,0
47.8,79.6,59.8,4.7,4.6,47,15.5,0,0
47.4,79.7,58.6,6.2,6.1,54,11.5,0,0
45.9,81.7,57.5,5.4,5.2,51,13.9,0,0
44.5,83.2,56.6,7.1,6.9,54,13.6,0,0
43.2,84.3,55.6,7.7,7.5,55,13,0,0
42.1,87.9,54.8,6.9,6.7,54,13.6,0,0
41.7,86.1,54.1,7.7,7.5,53,14,0,0
40.4,84.8,53.6,8.9,8.5,49,16.6,6.1,0
39.7,85.2,53,9.3,9,52,15.3,72.1,0
40.6,85.1,52.7,6.6,6.2,40,21.3,159.4,0
40.3,81.7,52.9,12,11.7,54,13.3,213.6,0
40.4,81.8,53.3,10.2,9.9,52,13.5,209.6,0
41.6,80.3,53.7,12.7,12.3,53,14.4,266.4,0
42.7,78.4,54.1,11.3,11,54,13.6,219.9,0
43.8,76.7,54.4,10.8,10.5,53,14.7,159.7,0
44.2,77.4,54.4,5.7,5,45,26.7,63.6,0.01
44,84.5,54.3,5.2,4.6,33,25.8,83.9,0.01
43.6,85.6,54.2,11.8,11.5,54,13.3,100.1,0.01
43.9,83.2,54,15.6,15.3,57,11.1,106.4,0
44,83,53.8,16.8,16.5,57,11,86.3,0
43.8,83.1,53.4,15.3,15,57,10.7,11.3,0
43.7,84.7,52.8,11.2,10.8,51,15.2,0,0
43.1,91,52.3,6.1,5.7,33,21.4,0,0.04
43,93.2,51.9,4.4,3.9,28,26.6,0,0.02
42.9,96.8,51.7,5.5,5.4,318,12,0,0.06
42.6,99,51.4,7.6,7.4,337,13.4,0,0.08
42.5,99.9,51.1,5.3,4.7,2,25.9,0,0.02
42.6,100,50.8,4.4,3.8,17,29.6,0,0
42.9,99.3,50.7,5.5,5.2,31,17.9,0,0
43,99.3,50.6,5.8,5.4,31,20.2,0,0
43.2,99.4,50.5,5.6,5.3,32,19,0,0
43.3,98.5,50.4,5.5,5.1,33,20.6,0,0
43.3,99.3,50.4,5.9,5.6,36,18.7,3.5,0
43.8,99.7,50.4,5.6,5.2,30,22.3,41.8,0.01
44.3,98.9,50.6,6.5,6,34,21.6,88.9,0
45.4,96.8,51.1,5.8,5.2,20,27,161.2,0
46.3,94.2,51.8,6.3,5.7,27,25,218.8,0
47.7,89.1,52.8,5.9,5.3,22,26.2,237.5,0
48.7,85.8,53.7,9.8,9.2,355,18.9,252.8,0
50.1,81.3,54.5,8.6,8,359,22,393.3,0
48.6,84.1,55.4,9.7,8.8,6,23.9,116.5,0
48.6,83.3,55.7,6.8,6.3,27,22.6,175.3,0
48.7,79.8,55.8,6.7,5.9,9,27.9,118.9,0
48.1,79,55.7,7.9,7.5,355,16.7,63,0
47.6,81.7,55.3,4.7,4.1,12,29.5,12.4,0
46.9,84.3,54.8,3.7,3.4,358,22.4,0,0
46.2,89.2,54.2,4.7,4.6,351,9.2,0,0
45.9,90.2,53.6,4.6,4.6,338,10.5,0,0
45,92.1,53.1,3.8,3.6,313,15.3,0,0
41.7,97.4,52.5,3.5,3.5,300,8.6,0,0
41.5,96.7,51.7,5.5,5.5,305,7.1,0,0
40.4,96.8,50.9,5.8,5.8,306,8.4,0,0
39.7,96.5,50.1,6.2,6.1,304,8.5,0,0
38.6,96.4,49.5,5,4.7,287,21,0,0
38.5,96.6,48.8,6,5.9,296,9.6,0,0
38.3,96.5,48.3,5.9,5.7,297,11.5,16.1,0
42.1,90.9,47.8,8.1,8,313,10,159.4,0
47.6,82.6,47.7,9.5,9.4,320,8.6,325.6,0
52.7,71.8,48.3,10.5,10.3,330,11,485.1,0
56,59.8,50.3,8.9,8.6,328,15.1,620.9,0
58.2,48.7,53.6,5.5,4.6,319,32.5,719,0
59.8,44.2,57.2,4.8,3.1,285,48,780,0
61.4,40.4,60.8,4.6,2.9,208,48.9,801.5,0
62.2,39.1,64,4.8,2.7,141,54.2,759.4,0
63.9,37.7,66.4,4,2.2,242,55,705.2,0
64.6,34.7,68.1,4,2.5,182,49.9,591.5,0
65.2,35.1,68.9,4.1,2.7,203,47.1,445.1,0
65.1,35.3,68.3,4,3.2,177,36.8,274.9,0
64.2,36.7,66.7,2.2,2,178,26.5,110.2,0
59.8,57.1,65,2.4,2.2,155,22.3,11.7,0
53.6,73.1,63.4,3.9,3.6,183,20.1,0,0
49.3,82.5,61.7,4,3.9,198,11.6,0,0
47.5,83.6,60.1,3.2,3.2,238,7.3,0,0
46.5,86.1,58.7,3.4,3.3,239,5,0,0
46.6,85.2,57.5,2.5,2.5,214,9.2,0,0
45.7,87,56.5,1.2,1.2,229,9.3,0,0
44.6,90.4,55.5,2,1.8,213,21.9,0,0
44.1,90.1,54.6,1.4,1.3,191,22.6,0,0
43.8,92.7,53.8,1,0.7,148,48,0,0
45,89.5,53.1,1,0.8,94,38.6,1.4,0
47.6,87.6,52.7,2.5,2.4,155,17,25.6,0
49.7,87.2,52.8,4.3,4.2,139,13.4,71.7,0
51.5,84.9,53.2,5.6,5.5,144,11.1,65.9,0
53,81.5,53.7,5.9,5.8,140,11.8,89.1,0
53.8,79.6,54.2,6.3,6.1,157,12.1,80.3,0
53.9,81,54.6,4.2,3.2,146,39.6,130.7,0.01
55.4,74.2,55.3,4.7,4.3,142,23.9,218.2,0
56.9,71.8,56.3,6,5.7,126,19.8,221.6,0
58.2,61.5,57.2,12.1,11.8,138,12.9,210.9,0
57.1,65.4,57.7,11.1,10.8,138,12.2,97.4,0
56.2,68.8,57.6,9.5,9.2,135,14.4,26.2,0
55,79.4,57.2,8.1,7.9,139,11.7,25.7,0
54.8,82,56.8,7.7,7.4,139,13.7,9.4,0
54.1,86.6,56.5,7.3,7.2,137,11.1,0.2,0
53.8,88.2,56.2,4.4,4.2,139,19.4,0,0
53.5,92.4,55.9,5.4,5.3,155,8.1,0,0
53.6,94.8,55.7,5.8,5.8,154,8.5,0,0
53.7,92,55.5,5.7,5.6,140,11,0,0
53.6,88.3,55.3,5.9,5.8,142,11.5,0,0
53.1,89.4,55.2,5.6,5.4,141,14.8,0,0
53,89.5,55,6.8,6.6,148,10.7,0,0
52.8,90.1,54.8,6.4,6.3,138,10.7,0,0
52.6,93.3,54.7,6.6,6.4,141,11.8,0,0
52.7,96.4,54.6,8.3,8.2,153,10.1,0.1,0
52.5,98.5,54.6,10.5,10.3,143,10.5,12.5,0
52.8,99.5,54.7,12.7,12.4,147,11.4,48.5,0
54.7,93.8,54.9,12.7,12.4,147,12.6,114,0
55.3,92.1,55.5,11.2,11,149,11.3,116.4,0
56.8,89.1,56,8.6,8.3,139,14.5,148.4,0
57.6,88.4,56.7,8.8,8,157,24.3,81.1,0.01
57.5,96.4,57.1,7.4,6.9,172,19.9,184,0.01
58.6,94.4,57.9,9.2,9,146,13.9,126.3,0
59.1,93.1,58.4,7.6,7.1,130,19.5,128.2,0.01
59.4,94.4,58.8,7.8,7.3,106,21.5,124.6,0
59.7,93,59.1,10.7,10.2,89,18.3,88.8,0
59.4,94.2,59.2,9.8,9.3,101,17.3,41.8,0
59.1,95,59.1,9.1,8.7,96,17.3,14.9,0
58.8,96.2,58.9,9.7,9.3,99,16.6,0,0
58.7,96.8,58.6,8.2,7.8,96,17.6,0,0
58.5,97.8,58.3,7,6.7,91,17.1,0,0
58.4,98.7,58.1,6.8,6.5,88,16.7,0,0
58.3,99.4,58,6.7,6.4,89,17.3,0,0
58.4,99.6,57.8,6.4,6,86,18.3,0,0
58.4,99.6,57.7,5.6,5.4,92,16.1,0,0
58.3,100,57.7,5.7,5.4,89,19.2,0,0
58.3,100,57.7,4,3.8,106,18.3,0,0.01
58.2,100,57.6,2.8,2.6,96,19.4,0,0
58.1,100,57.6,1.7,1.3,156,36.2,0,0
58.6,100,57.6,2.1,1.9,151,26.1,37.4,0
59.6,100,57.8,2.6,2.4,200,22.6,87.3,0
62.1,94.2,58.4,2.9,1.7,297,52.2,214.4,0
65.1,82.9,59.6,2.3,1.3,335,51.6,347.7,0
65.1,81.1,61.1,3,2.4,243,35.7,178.9,0
65.3,80.4,62.1,6.5,6.3,207,13.8,202.6,0
64.9,83.2,62.8,9,8.8,225,10.3,166.1,0
65,83,63.1,7.2,6.8,253,19.4,290.3,0
65.5,81.5,63.7,7.3,6.6,234,25.5,220.3,0
64.8,82.6,64.2,9,8.8,184,11.9,216.4,0
66.4,76,64.5,6.8,6.5,170,15.9,248.2,0
65.5,80,64.9,7.5,7.3,164,10.2,91.4,0
64.5,83.6,64.8,5.6,5.5,155,9,36.3,0
62.8,90.8,64.2,5,4.9,155,10.5,3.3,0
62,94.3,63.5,5.2,5.1,171,10,0,0
60.4,96.6,62.9,3.5,3.4,170,17.8,0,0
58,99.2,62.1,4.8,4.7,167,12.8,0,0
57.3,100,61.3,5.2,5,191,15.1,0,0
58.5,100,60.5,7.4,7.3,193,9.7,0,0
59.1,98.8,59.9,7.3,7.1,200,14.4,0,0
57.3,92.8,59.5,5.1,4.5,231,29.1,0,0
55.6,95.7,59.1,6.5,6.2,175,17.9,0,0
54.6,94.9,58.6,8.2,8.2,164,8.4,0,0
54.5,96.1,58.2,5.3,4.1,203,39.3,0.1,0
55.5,94.8,57.9,5.6,5,254,27.6,49,0
58.8,87.5,57.8,6.7,6.2,243,21.7,286.9,0
64.1,74.8,58,6.5,6,241,23.1,450.1,0
65.4,70.6,59.6,11.1,10.8,181,13,413.1,0
67.2,66.7,61.7,12.3,12.1,192,11.9,524.5,0
68.9,66.9,64.1,13.9,13.5,188,13,514.6,0
69.6,68,65.9,13.6,13.2,190,12.6,521.1,0
70.9,66.7,67.5,10.9,10.6,198,13.2,458.4,0
72.8,63.8,69,10.9,10.5,204,14.8,534.8,0
73.2,61.6,70.4,8.9,8.4,218,19.3,343.3,0
75.2,53.7,70.9,6.1,5,224,35.1,421.1,0
74.2,56.3,70.8,5.6,5.3,174,18,161.5,0
70.2,71.4,69.9,7.7,2.7,176,65.6,16.1,0.03
62.7,87.3,68.8,3.7,1.6,32,60.5,0.1,0
61.9,86.2,67.4,8.2,8.1,173,11,0,0
59.7,91.2,66.1,6.1,5.9,173,11.4,0,0
58.2,94.8,64.9,3.7,3.5,216,17.4,0,0
59,96.3,64,4.9,4.8,243,9.3,0,0
58.4,97.2,63.2,4.6,3.4,234,40.7,0,0
57.4,95.4,62.4,3,1.9,210,49.4,0,0
55.1,97.1,61.7,2.8,2.2,243,35.6,0,0
53.8,99,61,3.3,2.8,271,33.4,0,0
54.8,100,60.3,6.5,6.3,327,16.4,0,0
54.9,99.9,59.7,6.6,6.5,324,11.4,5.5,0
56.8,97.9,59.3,10.6,10.5,330,8,10.4,0
58.4,97.3,59.3,13.2,13.1,334,8.6,127.7,0.01
60.5,91.7,59.6,16.3,16.1,337,8.4,305.5,0
61.6,87.6,60.7,15.1,14.9,340,9.6,387.3,0
61.9,83.2,62,13,12.6,317,13.4,215.7,0
63.1,78.2,62.6,13.2,12.9,313,10.9,367.7,0
64.7,71.3,63.5,14.8,14.5,313,11.7,451.2,0
64.5,68.7,64.8,14,13.7,314,10.6,350.3,0
66.7,64,65.6,13.4,13.1,318,12.7,524.4,0
68.6,59.3,66.8,13.2,12.9,335,11.5,382.4,0
70.1,54.8,67.7,13,12.7,345,12.2,406.2,0
69.8,52.7,67.7,11.1,10.9,349,12.3,256.5,0
68,56.9,67,8.4,8.3,346,9.7,107.7,0
64.2,70.9,65.9,4.4,4.2,310,12.9,22.5,0
58.8,79.5,64.8,3.4,3.1,282,20.4,0,0
55.3,87.3,63.5,2.9,2.8,251,11.1,0,0
52.8,90.1,62.2,4.2,4.2,246,8.2,0,0
51.2,92.9,61.1,3.3,3.2,255,12.6,0,0
50.2,93.4,60.1,4.1,4.1,250,10.3,0,0
51,90.7,59.2,4.1,3.9,257,14.6,0,0
49.8,91.6,58.5,4.9,4.9,244,7.9,0,0
49.3,92.7,57.8,5.5,5.4,248,10.1,0,0
48.5,94,57.1,4,3.8,259,15.9,0,0
48.5,95.5,56.6,3.1,2.9,307,21.4,18.6,0
55.6,85.4,56.1,2,1.5,283,43.7,149.6,0
62.1,77.7,56,5.9,5.8,229,11,313.8,0
67.7,63.3,56.6,6.5,6.3,239,15.7,478.8,0
72.8,47.9,58.6,3.7,2.3,207,49.9,625.2,0
74.7,42.7,62.1,4.6,3.9,175,31.6,726.7,0
76.7,34.8,66.2,7.2,6.4,178,26.8,762,0
78.2,31.3,70,9.3,8.8,181,18.5,805,0
79.2,27.9,73.3,10.6,10.3,183,14.4,747.3,0
79.4,28.1,75.7,9.2,8.9,184,15,582,0
80.4,30.4,77,8.8,8.4,173,18.6,569.6,0
78.6,39.7,77.6,9.3,9.1,182,10.7,284.9,0
75.8,49.6,76.9,9.1,9,174,8.5,128.8,0
72.7,58.7,75.5,8.2,8.1,172,8.7,57.9,0
68.5,69.2,73.8,6.6,6.6,178,9.3,3,0
65.5,78.2,72.1,6,5.9,180,9.5,0,0
63.4,85.8,70.4,4.5,4.4,168,12.8,0,0
62.6,87.2,69,4.9,4.8,138,10,0,0
63.5,84.6,67.8,7.6,7.4,140,10.6,0,0
63.3,84.7,66.7,6.8,6.6,134,11.6,0,0
63,86.5,65.9,7.8,7.6,137,11.3,0,0
61.4,90.7,65.1,6.5,6.4,144,10.5,0,0
59.7,94.9,64.4,5.5,5.4,142,11.5,0,0
59.2,95.6,63.7,6.1,5.9,171,12.9,0,0
57.4,97.6,63,3.2,2.8,124,29.3,5.8,0
59.5,96.7,62.4,3.5,3.2,108,20.6,73.5,0
64,90.7,62.3,6.5,6.1,124,19.9,204.1,0
67,83.3,62.9,9.6,9.3,141,13.3,289.2,0
70.2,74.1,64,10.1,9.8,174,14.1,477.6,0
72.5,67.9,66.1,13.7,13.5,175,10.9,569.5,0
72.5,66.3,68.6,12.6,12.3,191,11.3,341.3,0
73.1,66.8,69.7,12.5,12.3,195,11.1,364.9,0
74.3,65.2,70.6,11,10.7,188,14,403.1,0
75.1,63.7,71.5,12.2,12,179,10.9,347.7,0
77.3,56.8,72.3,11.5,11.3,171,12.4,569.9,0
78.1,55.1,73.7,11.7,11.4,179,11.8,388.7,0
76,60,73.8,9.6,9.4,166,10.9,169.7,0
73.3,66.1,73,9.4,9.3,184,9.1,43.7,0
69.7,74.2,71.9,7.7,7.6,173,9.6,3.1,0
67.6,82.1,70.7,5.2,5.1,161,10.2,0,0
66.9,86.4,69.6,7.4,7.3,159,7.2,0,0
66.6,87.6,68.6,10.5,9.7,196,23.3,0,0.01
62.5,91.9,67.8,8,7.7,201,17.9,0,0
61.8,88.2,66.9,4.4,2.3,260,56.4,0,0
60.9,93.6,66.1,1.9,0.7,27,65.9,0,0.01
59.9,96.8,65.4,4,0.9,247,71.4,0,0
57.3,99,64.7,4.9,4.5,199,21.8,0,0
56.3,99.2,63.9,5.4,5.1,211,19.7,0,0
56.7,97.2,63.1,5.7,5.5,221,13.1,8.3,0
58.2,95.9,62.5,5.7,5.6,238,12.4,64.8,0
60.3,92.2,62.3,5.1,4.8,247,20.5,114.8,0
63.3,86.3,62.6,7.1,6.7,301,19.1,272.6,0
67,78.9,63.6,7.9,7.7,322,14.7,509.3,0
70.6,71.5,65.8,6.6,6.1,330,22,590.4,0
72.7,63.5,68.5,8.2,7.8,324,18.5,539.5,0
74.4,57.7,70.9,8.7,8.2,328,18.3,565.8,0
75.5,54.2,72.9,7.6,7.1,328,21.4,424.8,0
77.3,48.9,74.1,10.9,10.4,329,17.3,539.7,0
76.4,53,75.3,16.6,16.2,342,11.6,477.3,0
73.9,58,75.8,22.4,22.2,344,8.8,466,0
68.1,63.4,75.3,25.3,25,344,9.2,299.8,0
59.8,74.8,73.7,25.9,25.6,343,8.8,13,0
56.9,79.7,71.8,23.6,23.4,349,8.6,0,0
54.9,81.1,69.9,22.2,21.9,352,9.2,0,0
53.1,80.2,68.3,19.4,18.8,354,13.7,0,0
51.7,85.5,66.8,18.1,17.7,353,11.9,0,0
50.9,88,65.5,18.1,17.8,351,10.8,0,0
50.3,85.2,64.5,21,20.6,349,10.2,0,0
49,85.1,63.5,19.2,18.7,350,12.3,0,0
47.5,93.6,62.5,16.9,16.7,344,9.8,0,0
47.5,94,61.6,14.7,14.4,348,11.8,0,0.02
47.8,90.7,60.8,14.3,13.9,349,12.6,0,0
47.6,90,60,13.7,13.3,349,14.6,3.7,0
48.1,88.1,59.3,14.9,14.3,349,16.2,32.1,0
49,84.8,59,16.4,15.8,351,14.2,128.9,0
50.6,80.2,59,14.1,13.6,353,15.5,237.9,0
54,72.5,59.6,11.5,10.7,358,20.3,514.5,0
57.6,64.3,61.3,11.7,10.9,357,20.2,664.8,0
60.8,55,64.4,10,9,8,25.6,781.7,0
63.5,50.4,68.1,10.1,9.2,2,24.3,804.1,0
64.7,47.3,71.5,8.8,7.8,11,27.1,782.6,0
66.3,43.4,74.4,8.4,7.5,11,27.5,715.5,0
67.7,37.7,76.4,8.4,7.3,15,29.2,605.4,0
68,33.8,77.2,7.2,6.4,33,27.5,372,0
67.9,29.6,76.1,7.6,6.9,38,24.5,309.1,0
66.1,31.1,74.1,8.1,7.8,48,15.8,151.5,0
60.9,45.7,72.1,4.3,4.1,40,13.3,20,0
56.6,54.5,70.1,3.8,3.7,44,9.7,0,0
55.2,58,68.2,4.7,4.6,50,11.8,0,0
53.2,62.7,66.6,5,4.8,55,14.1,0,0
50.9,68.2,65.1,4.1,3.8,57,22.7,0,0
48.1,77.6,63.8,2.6,2.3,3,25.7,0,0
46.5,83.1,62.5,2.1,2,351,15.6,0,0
46.5,82.6,61.3,2.7,2.5,37,24,0,0
45.6,84.1,60.2,3.4,3.2,89,18.2,0,0
43.8,89,59.3,3.4,3.3,91,14.3,0,0
43.5,93.7,58.6,3.1,3,125,15.9,23.9,0
50.3,91.8,58,5.7,5.6,139,11.6,169.1,0
56.3,85.2,57.8,9.4,9.2,139,12,332.9,0
60.4,73.3,58.3,10.2,9.9,142,14.2,480.1,0
63.6,62.8,60.1,9.1,8.7,147,17.9,585.1,0
66,54.9,63.3,9.1,8.5,148,20.4,698.3,0
67.8,48.6,66.8,8.7,8.2,148,19.3,719.8,0
68.9,44.7,70.2,9.4,8.9,164,19.1,556.8,0
71,42,72.6,9.7,9.1,148,19.7,776.6,0
72,40.4,75.3,11.5,11.1,150,14.9,636.4,0
72.8,42,77,12.1,11.7,146,15.2,600.5,0
71.3,46.2,77.7,11,10.7,146,13.2,233.7,0
70,49.6,76.8,10.3,10,147,12.7,163.5,0
69.8,50.9,75.3,9.8,9.5,152,13.1,159.3,0
65.2,61.7,73.7,6.7,6.5,155,11.8,17.3,0
60.8,68.7,71.9,5.4,5.3,140,10.6,0,0
59.1,71.9,70.1,6.6,6.4,131,14.2,0,0
59.2,71.2,68.6,9.9,9.7,133,12.9,0,0
57.4,76.5,67.2,7.2,7,132,14.3,0,0
56.7,79.1,66.1,9.6,9.5,137,10.8,0,0
56.2,82,65.3,9.1,8.9,143,11.5,0,0
55.9,86.6,64.7,8.4,8.3,155,9.3,0,0
56.2,89.1,64.1,8.8,8.6,158,10,0,0
56,89.9,63.6,8,7.9,161,9.3,0,0
56.2,89.9,63.1,7.5,7.3,143,13.8,2.6,0
57.3,87,62.7,9.8,9.6,150,11.8,36.3,0
59.7,82.6,62.6,12.4,12.3,160,9.5,235.7,0
62.9,77.8,63.1,14.4,14.1,160,10.4,385.9,0
65.4,73.8,64.5,14,13.8,162,11.5,403.8,0
67.4,69.3,66.3,13.7,13.4,159,11.7,379.9,0
70.3,64.1,68.1,13.7,13.3,151,13.7,625.2,0
73.5,57.3,70.6,14.1,13.8,157,12.7,747.3,0
75.6,52.7,73.9,13.9,13.5,157,13.6,762,0
75.8,52.2,76.8,14.3,13.9,156,13.2,480.1,0
75.1,54.3,77.9,14.3,14,171,10.9,339.7,0
73.9,57.3,77.7,13.9,13.7,171,10.2,243.6,0
73,60,77,12.5,12.3,174,10.3,158.6,0
70.9,65.4,76,11.2,11,171,9.6,39,0
69,68.5,74.7,11.1,10.9,166,10.4,3.2,0
65.7,73.8,73.3,8.3,8.2,154,8.2,0,0
63.1,80.2,71.7,6.8,6.6,159,12.4,0,0
63.2,78.5,70.4,7.3,7.2,144,11.7,0,0
62.8,79.5,69.3,11.1,10.9,156,10.5,0,0
61.6,82.3,68.4,10.9,10.7,152,10.2,0,0
59.9,87.5,67.4,10.3,10.2,150,9.2,0,0
58.8,93.2,66.6,11.1,11,156,8.7,0,0
59.1,94.6,65.8,8.2,7.3,184,27.8,0,0
59.2,95,65.4,7.3,6.7,167,23.2,0,0
58.4,96.9,65,12,11.8,140,11.5,2.5,0
58.3,97.7,64.5,16.3,15.8,154,13.2,32.1,0
58.8,94.8,64.2,19.8,19.4,150,11.5,88.2,0
58.9,94.6,64.2,13,12.7,161,10.8,34.1,0
60.9,92,64.1,10.6,10.3,161,14.2,83.2,0
63.7,87.3,64.3,10.3,10,161,13.9,114.5,0
67.4,81,64.9,12.7,12.4,156,12.2,332.6,0
70.9,75.3,66.3,12,11.8,165,11.5,380.2,0
75.1,67.8,68.2,12.3,12,169,14,598.9,0
79.3,60.6,71.1,14.1,13.8,164,12.6,653.6,0
81.8,56.6,74.2,14.6,14.3,165,11.9,552.5,0
82.7,56.3,76.2,15.2,14.9,161,11.9,415.8,0
82.9,55.7,76.1,16.3,16,162,10.6,307.9,0
80.4,60.5,75.3,13.9,13.7,157,9.9,51.5,0
77.8,67.8,74.4,12.8,12.5,140,11.2,14.7,0
74.6,75.7,73.3,13.1,12.8,137,11.1,0,0
72.9,80,72.2,13.8,13.5,139,11.2,0,0
71.6,83,71.3,13.5,13.2,141,11.7,0,0
70.5,85.8,70.4,12.6,12.4,143,11,0,0
69.1,89.7,69.7,10.7,10.5,145,10.9,0,0
65.8,86.9,69,14.5,7.6,6,55.8,0,0
60.3,95.1,68.2,8.6,8,56,22.1,0,0.01
60.7,95.3,67.4,8.1,7.3,78,24,0,0
61,95.3,66.7,8.6,5.5,40,48.7,0,0.07
60.1,97.3,65.8,5.4,4.6,43,31.2,0,0.28
60,99.4,65.2,6.7,6,143,26.3,10,0.01
60.8,98.9,64.8,10.5,10.3,146,12.1,106.6,0
64,92.7,64.9,16.2,16,157,9.8,271.8,0
66.9,85.1,65.7,12.5,12.3,168,11.1,291.8,0
71.5,73.5,67,4.5,3.5,135,37.9,619.2,0
73.3,70.4,69.7,4.7,3.8,56,33.7,744.8,0
75.2,68,72.8,5.7,4.9,80,30.9,748.2,0
75.8,67.4,75.3,5.8,4.8,50,33.7,688.9,0
76.4,65.7,77.2,6.9,6.3,51,22.7,599.3,0
77.4,63,78.1,6.5,5.7,78,29.2,538.2,0
77.4,61.8,78.2,7.1,6.7,58,19.5,451.8,0
77.3,61.2,77.2,7.3,7,52,16.6,310.5,0
76.2,63.4,75.7,8.6,8.5,56,11.2,133.6,0
73.6,72.1,74.4,6.8,6.6,55,14.2,7,0
70.7,80.8,73.1,5.3,4.8,76,24.1,0,0
70.2,84.6,72,5.2,4.9,82,21.9,0,0
68.7,85.5,71.2,8.8,7.5,142,31.8,0,0
63.2,93,70.3,5.3,4.7,110,27.6,0,0
64.7,95.3,69.4,6.3,6,101,18.2,0,0
65.6,97,68.7,8.5,8,108,21.2,0,0.24
65.7,99.6,68.1,11.4,10.4,81,24.6,0,0.14
61.2,99,67.4,17.1,14.5,46,32,0,1.911
60.2,97.3,66,9.8,9.2,100,19.7,0,0.05
61.6,96.1,65,4.9,4,115,33.3,0,0
62.4,96.9,64.4,8.7,5.9,46,45.5,0,0.08
62.3,97,64.1,10,9.2,125,22.4,0.1,0
63.5,96.4,63.9,10.3,9.9,130,16.5,39.4,0
65.2,91.8,63.8,9.8,9.6,148,11.7,178.4,0
68.6,85.3,64.1,13,12.8,154,10.5,411.6,0
71.7,80.7,65.1,14.6,14.2,147,12.5,585.1,0
75,78.2,67,12.1,11.7,156,14.2,752.5,0
76.8,73.1,69.9,8.5,8.1,170,17.6,411.5,0
73.4,77.5,72.3,8.3,5.2,72,49.7,69.9,0
69.2,88.9,73,10.2,9.9,57,12.2,29.6,0
68.6,93.2,72.4,6.8,6.3,81,21.8,136.1,0
70,82.4,71.7,10,9.5,109,19.2,180.3,0
68.4,82,71.3,6.4,6.1,113,18.3,54.5,0
67.3,86.9,70.7,4.9,4.5,78,22.1,0,0
66,89.3,69.9,9.6,9,46,20.7,0,0
63.8,96.7,69.1,9.6,8.4,58,29,0,0.701
62.9,99.9,68.3,5.5,2.2,88,63.1,0,1.221
62.6,100,67.6,6.6,5.3,103,36.4,0,0.2
60.9,100,67,8.8,8.4,140,17.1,0,0.09
60.6,100,66.5,14.1,13.7,156,13.6,0,0.18
60.4,100,66,12.7,12.4,164,12.8,0,0.01
60.6,99.5,65.6,8.6,8.1,159,20.6,0,0
61.2,97.9,65.3,7.1,6.1,235,30.9,0,0
61.1,98.1,65,4.6,4.4,298,17.8,1.6,0
61.3,99,64.7,4.2,3.2,19,39.5,20.3,0
62,98.5,64.5,5.3,5.1,60,15.9,75.3,0
63.6,95.4,64.5,4.3,3.5,35,35.3,136.1,0
65.1,90.6,64.7,3,2.4,354,37.6,190.9,0
67,85.5,65.1,6.6,6.4,54,15,537.1,0
70.5,77.7,66.1,3.7,2.7,79,41.8,532.9,0
72.3,73.1,67.9,5,4.4,121,28,695.7,0
74.8,65.3,70,4.6,3.2,146,44.8,714.7,0
76.6,64.3,72.6,5.3,4.5,154,30.7,727.6,0
77.4,63.6,75,5.7,5.2,142,25.2,548.9,0
78.2,60.4,76.5,5.9,5.3,132,24.1,466.7,0
78.4,60.2,76.9,5.6,4.8,87,31.2,307.7,0
76.3,65.7,76.2,8.2,7.8,60,17,127.5,0
72.3,80.3,75.1,3.5,3.3,110,19.9,5.9,0
69.9,88.1,73.9,3.2,3,115,17.6,0,0
68.6,91.2,72.9,3.5,3.4,98,15.3,0,0
68,92.6,71.9,3.9,3.8,109,13.7,0,0
